producto,marca,precio_eur,precio_inr,cpu,ram_gb,almacenamiento_gb,gpu,tamanio_pantalla,sistema_operativo,warranty,spec_rating
Victus 15-fb0157AX Gaming Laptop,HP,598.8,49900,TH GEN AMD RYZEN 5 5600H,8,512,AMD RADEON RX 6500M,15.6,Windows 11 OS,1,73.0
15s-fq5007TU Laptop,HP,478.8,39900,TH GEN INTEL CORE I3 1215U,8,512,INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,60.0
One 14 Z8-415 Laptop,Acer,323.88,26990,TH GEN INTEL CORE I3 1115G4,8,512,INTEL IRIS XE GRAPHICS,14.0,Windows 11 OS,1,69.32352941176471
Yoga Slim 6 14IAP8 82WU0095IN Laptop,Lenovo,716.75,59729,TH GEN INTEL CORE I5 1240P,16,512,INTEL INTEGRATED IRIS XE,14.0,Windows 11 OS,1,66.0
MacBook Air 2020 MGND3HN Laptop,Apple,839.88,69990,APPLE M1,8,256,APPLE M1 INTEGRATED GRAPHICS,13.3,Mac OS,1,69.32352941176471
Extensa EX214-53 Laptop,Acer,479.88,39990,TH GEN INTEL CORE I5 1240P,8,512,INTEL IRIS XE GRAPHICS,14.0,Windows 11 OS,1,62.0
Inspiron 3520 D560896WIN9B Laptop,Dell,441.48,36790,TH GEN INTEL CORE I3 1215U,8,512,INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,60.0
Nitro V ANV15-51 2023 Gaming Laptop,Acer,923.88,76990,TH GEN INTEL CORE I5 13420H,16,512,NVIDIA GEFORCE RTX 4050,15.6,Windows 11 OS,1,63.0
Vivobook 15 X1502ZA-EJ523WS Laptop,Asus,587.88,48990,TH GEN INTEL CORE I5 12500H,8,512,INTEL IRIS XE,15.6,Windows 11 OS,1,64.0
Galaxy Book2 Pro 13 Laptop,Samsung,899.88,74990,TH GEN INTEL CORE I5 1240P,16,512,INTEL IRIS XE GRAPHICS,13.3,Windows 11 OS,1,68.0
V15 G3 IAP 82TTA08AIN Laptop,Lenovo,599.88,49990,TH GEN INTEL CORE I7 1255U,16,512,INTEL INTEGRATED UHD,15.6,Windows 11 OS,1,69.32352941176471
Pro NU14U3INC43BN-CS Laptop,Ultimus,131.88,10990,INTEL CELERON N4020,4,128,INTEL INTEGRATED UHD GRAPHICS,14.1,Windows 11 OS,1,69.32352941176471
TUF Gaming F15 2022 FX507ZC4-HN116W Gaming Laptop,Asus,875.88,72990,TH GEN INTEL CORE I5 12500H,16,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,76.0
4G Android Laptop,Primebook,131.88,10990,MEDIATEK MTK8788,4,64,ARM MALI G72,11.6,Android 11 OS,1,69.32352941176471
V15 G4 ‎82YU00W7IN Laptop,Lenovo,359.88,29990,TH GEN AMD RYZEN 3 7320U,8,512,AMD RADEON GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
TUF Gaming F15 FX506HF-HN024W Gaming Laptop,Asus,643.79,53649,TH GEN INTEL CORE I5 11400H,8,512,NVIDIA GEFORCE RTX 2050,15.6,Windows 11 OS,1,70.0
Modern 14 C11M-031IN Laptop,MSI,407.88,33990,TH GEN INTEL CORE I3 1115G4,8,512,INTEL INTEGRATED UHD,14.0,Windows 11 OS,1,69.32352941176471
Zerobook 2023 Laptop,Infinix,959.88,79990,TH GEN INTEL CORE I9 13900H,32,1024,INTEL INTEGRATED IRIS XE,15.6,Windows 11 OS,1,71.0
Victus 15-fa0666TX Gaming Laptop,HP,827.88,68990,TH GEN INTEL CORE I5 12450H,16,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,65.0
IdeaPad Gaming 3 15IHU6 82K101GSIN Laptop,Lenovo,551.88,45990,TH GEN INTEL CORE I5 11300H,8,512,NVIDIA GEFORCE GTX 1650,15.6,Windows 11 OS,1,71.0
Vivobook 16X 2022 M1603QA-MB502WS Laptop,Asus,598.8,49900,TH GEN AMD RYZEN 5 5600H,8,512,AMD RADEON VEGA 7,16.0,Windows 11 OS,1,65.0
MacBook Air 2022 Laptop,Apple,1259.88,104990,APPLE M2,8,256,8-CORE GPU,13.6,Mac OS,1,69.32352941176471
Aspire 7 A715-76G UN.QMYSI.002 Gaming Laptop,Acer,659.88,54990,TH GEN INTEL CORE I5 12450H,16,512,NVIDIA GEFORCE RTX 2050,15.6,Windows 11 OS,1,72.0
15s-fq2510tu Laptop,HP,594.96,49580,TH GEN INTEL CORE I5 1135G7,16,512,INTEL IRIS XE GRAPHICS,15.6,Windows 11 OS,1,64.0
Vivobook 16X 2022 M1603QA-MB711WS Laptop,Asus,671.88,55990,TH GEN AMD RYZEN 7 5800H,16,512,AMD RADEON VEGA 7,16.0,Windows 11 OS,1,71.0
15s-eq2132AU Laptop,HP,527.88,43990,TH GEN AMD RYZEN 5 5500U,16,512,AMD RADEON AMD,15.6,Windows 11 OS,1,63.0
255 G9 840T7PA Laptop,HP,238.2,19850,RD GEN AMD ATHLON 3050U,4,256,AMD INTEGRATED,15.6,DOS OS,1,69.32352941176471
Extensa 15 EX215-33 2023 Laptop,Acer,347.88,28990,INTEL CORE I3 N305,8,512,INTEL INTEGRATED UHD,15.6,Windows 11 OS,1,69.32352941176471
Aspire 5 A515-57G UN.K9TSI.002 Gaming Laptop,Acer,659.99,54999,TH GEN INTEL CORE I5 1240P,16,512,NVIDIA GEFORCE RTX 2050,15.6,Windows 11 OS,1,71.0
Inspiron 3530 Laptop,Dell,851.88,70990,TH GEN INTEL CORE I7 1355U,16,512,INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
IdeaPad Gaming 3 82SB00V2IN Laptop,Lenovo,682.67,56889,TH GEN AMD RYZEN 5 6600H,8,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,60.0
Predator Helios Neo 16 2023 PHN16-71 Gaming Laptop,Acer,2158.56,179880,TH GEN INTEL CORE I9 13900HX,16,1024,NVIDIA GEFORCE RTX 4070,16.0,Windows 11 OS,1,78.0
Victus 15-fb0150AX Gaming Laptop,HP,645.48,53790,TH GEN AMD RYZEN 5 5600H,16,512,AMD RADEON RX 6500M GRAPHICS,15.6,Windows 11 OS,1,71.0
Aspire Lite AL15 Laptop,Acer,455.88,37990,TH GEN AMD RYZEN 5 5500U,16,512,AMD GRAPHICS,15.6,Windows 11 OS,1,60.0
Nitro 5 AN515-58 NH.QFSSI.001 Gaming Laptop,Acer,1163.88,96990,TH GEN INTEL CORE I7 12650H,16,1024,NVIDIA GEFORCE RTX 3070 TI,15.6,Windows 11 OS,1,77.0
Pavilion 15-eg3081TU Laptop,HP,863.88,71990,TH GEN INTEL CORE I5 1340P,16,512,INTEL INTEGRATED INTEGRATED,15.6,Windows 11 OS,1,66.0
Victus 16-d0333TX Gaming Laptop,HP,719.88,59990,TH GEN INTEL CORE I5 11400H,16,512,NVIDIA GEFORCE GTX 1650,16.1,Windows 11 OS,1,75.0
IdeaPad Slim 5 14IAH8 83BF0045IN Laptop,Lenovo,755.88,62990,TH GEN INTEL CORE I5 12450H,16,1024,INTEL GRAPHICS,14.0,Windows 11 OS,1,60.0
INBook X3 Slim XL422 2023 Laptop,Infinix,371.88,30990,TH GEN INTEL CORE I3 1215U,8,512,INTEL INTEGRATED IRIS XE,14.0,Windows 11 OS,1,69.32352941176471
LOQ 15IRH8 82XV00F5IN 2023 Gaming Laptop,Lenovo,899.88,74990,TH GEN INTEL CORE I5 12450H,16,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,70.0
15s-fr2515TU Laptop,HP,437.88,36490,TH GEN INTEL CORE I3 1115G4,8,512,INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,60.0
G15-5520 2023 Laptop,Dell,935.88,77990,TH GEN INTEL CORE I5 12500H,16,1024,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,73.0
Galaxy Book2 NP550XED-KA2IN Laptop,Samsung,659.88,54990,TH GEN INTEL CORE I5 1235U,16,512,INTEL INTEGRATED UHD,15.6,Windows 11 OS,1,62.0
IdeaPad 3 15IAU7 82RK00WXIN Laptop,Lenovo,494.28,41190,TH GEN INTEL CORE I3 1215U,8,256,INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
ROG Strix G16 2023 G614JJ-N3086WS Gaming Laptop,Asus,1079.88,89990,TH GEN INTEL CORE I5 13450HX,16,512,NVIDIA GEFORCE RTX 3050,16.0,Windows 11 OS,1,70.0
Legion 9i 2023 Laptop,Lenovo,4799.99,399999,TH GEN INTEL CORE I9 13980HX,32,1024,NVIDIA GEFORCE RTX 4090,16.0,Windows 11 OS,1,84.0
Nuvobook V1 Laptop,Wings,383.88,31990,TH GEN INTEL CORE I5 1135G7,8,512,INTEL GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
Inspiron 3525 Laptop,Dell,377.88,31490,TH GEN AMD RYZEN 3 5300U,8,512,AMD RADEON RADEON GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
Victus 15-fa0555TX  Laptop,HP,847.08,70590,TH GEN INTEL CORE I5 12450H,16,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,71.0
TUF Gaming F15 2023 FX507ZV-LP094W Gaming Laptop,Asus,1259.88,104990,TH GEN INTEL CORE I7 12700H,16,512,NVIDIA GEFORCE RTX 4060,15.6,Windows 11 OS,1,78.0
V15 82QYA00MIN Laptop,Lenovo,287.88,23990,INTEL CELERON N4020,8,256,INTEL INTEGRATED INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
255 G9 7B1L8PA Laptop,HP,455.99,37999,TH GEN AMD RYZEN 5 5625U,8,512,AMD RADEON GRAPHICS,15.6,Windows 11 OS,1,64.0
MagicBook X14 2023 ‎FRI-F56 Laptop,Honor,635.88,52990,TH GEN INTEL CORE I5 12450H,16,512,INTEL UHD GRAPHICS,14.0,Windows 11 OS,1,66.0
V15 82KDA01BIH Laptop,Lenovo,370.19,30849,TH GEN AMD RYZEN 3 5300U,8,512,AMD RADEON GRAPHICS,15.6,Windows 11 OS,1,62.0
Victus 15-fa0070TX Laptop,HP,707.88,58990,TH GEN INTEL CORE I5 12450H,8,512,NVIDIA GEFORCE GTX 1650,15.6,Windows 11 OS,1,70.0
ZEB-NBC 2S Laptop,Zebronics,419.88,34990,TH GEN INTEL CORE I5 1155G7,16,512,INTEL INTEGRATED UHD,15.6,Windows 11 OS,1,63.0
ThinkBook 15 Gen 5 21JF0026MJ Laptop,Lenovo,599.88,49990,TH GEN AMD RYZEN 7 7730U,16,512,AMD RADEON AMD,16.0,Windows 11 OS,1,69.0
15S-FQ5202TU Laptop,HP,621.36,51780,TH GEN INTEL CORE I5 1235U,8,512,INTEL IRIS XE GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
TUF Gaming F15 FX506HE-HN382W Gaming Laptop,Asus,827.88,68990,TH GEN INTEL CORE I7 11800H,16,512,NVIDIA GEFORCE RTX 3050 TI,15.6,Windows 11 OS,1,71.0
TUF Gaming F15 FX577ZC-HN192W Gaming Laptop,Asus,1031.88,85990,TH GEN INTEL CORE I7 12700H,16,1024,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,76.0
LOQ 15IRH8 82XV00BQIN 2023 Gaming Laptop,Lenovo,1163.88,96990,TH GEN INTEL CORE I7 13620H,16,512,NVIDIA GEFORCE RTX 4050,15.6,Windows 11 OS,1,67.0
Legion Y9000X 2023 Laptop,Lenovo,1787.88,148990,TH GEN INTEL CORE I9 13900H,32,1024,NVIDIA GEFORCE RTX 4060,16.0,Windows 11 OS,1,80.0
TUF Gaming F17 FX707ZC4-HX067W Gaming Laptop,Asus,875.88,72990,TH GEN INTEL CORE I5 12500H,16,512,NVIDIA GEFORCE RTX 3050,17.3,Windows 11 OS,1,75.0
Inspiron 5430 Laptop,Dell,1013.88,84490,TH GEN INTEL CORE I7 1360P,16,1024,INTEL IRIS XE GRAPHICS,14.0,Windows 11 OS,1,66.0
Vivobook 15 X1502ZA-EJ741WS Laptop,Asus,731.88,60990,TH GEN INTEL CORE I7 12650H,16,512,INTEL IRIS XE,15.6,Windows 11 OS,1,67.0
INBook X2 Slim Series XL23 Laptop,Infinix,407.88,33990,TH GEN INTEL CORE I5 1155G7,16,512,INTEL INTEGRATED IRIS XE,14.0,Windows 11 OS,1,69.32352941176471
VivoBook 14 X415EA-EK344WS Notebook,Asus,431.88,35990,TH GEN INTEL CORE I3 1115G4,16,512,INTEL INTEGRATED INTEL UHD,14.0,Windows 11 OS,1,64.0
Aspire 7 A715-76G NH.QMFSI.004 Gaming Laptop,Acer,731.88,60990,TH GEN INTEL CORE I5 12450H,16,512,NVIDIA GEFORCE GTX 3050,15.6,Windows 11 OS,1,70.0
Redmi Book 14 2023 Laptop,Xiaomi,527.88,43990,TH GEN INTEL CORE I5 12500H,16,512,INTEL IRIS XE GRAPHICS,14.0,Windows 11 OS,1,69.32352941176471
Vivobook 16X 2023 K3605ZF-MB541WS Laptop,Asus,755.88,62990,TH GEN INTEL CORE I5 12450H,16,512,NVIDIA GEFORCE RTX 2050,16.0,Windows 11 OS,1,72.0
GF63 Thin 11UC-1294IN Gaming Laptop,MSI,791.88,65990,TH GEN INTEL CORE I7 11800H,16,1024,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,76.0
INBook Y1 Plus Neo XL30 Laptop,Infinix,287.88,23990,TH GEN INTEL CELERON N5100,8,512,INTEL INTEGRATED UHD,15.6,Windows 11 OS,1,69.32352941176471
TUF Gaming F15 FX506HC-HN362WS Gaming Laptop,Asus,743.88,61990,TH GEN INTEL CORE I5 11400H,16,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,72.0
Inspiron 3525 Laptop,Dell,443.88,36990,TH GEN AMD RYZEN 3 5425U,8,512,AMD RADEON RADEON GRAPHICS,15.6,Windows 11 OS,1,62.0
Vivobook 16X 2022 M1603QA-MB511WS Laptop,Asus,611.64,50970,TH GEN AMD RYZEN 5 5600H,16,512,AMD RADEON VEGA 7 GRAPHICS,16.0,Windows 11 OS,1,65.0
Precision 5550 Laptop,Dell,2219.99,184999,TH GEN INTEL CORE I7 10750H,16,512,NVIDIA,15.6,Windows 10 OS,0,70.0
Omen 16-XD0007ax Gaming Laptop,HP,1319.88,109990,TH GEN AMD RYZEN 7 7840HS,16,1024,NVIDIA GEFORCE RTX 4050,16.1,Windows 11 OS,1,76.0
Pro Series Z ZEB-NBC 4S Laptop,Zebronics,515.88,42990,TH GEN INTEL CORE I5 1235U,16,512,INTEL INTEGRATED,15.6,Windows 11 OS,1,69.0
15s-fq5185TU Laptop,HP,469.8,39150,TH GEN INTEL CORE I3 1215U,8,512,INTEL INTEGRATED UHD,15.6,Windows 11 OS,1,69.32352941176471
Swift Go NXKPZSI002 Laptop,Acer,1115.99,92999,TH GEN INTEL CORE I5 13500H,16,512,INTEL INTEGRATED IRIS XE,14.0,Windows 11 OS,1,64.0
Victus 16-s0095AX Gaming Laptop,HP,971.88,80990,TH GEN AMD RYZEN 7 7840HS,16,512,NVIDIA GEFORCE RTX 3050,16.1,Windows 11 OS,1,76.0
Victus 15-FB1001AX Gaming Laptop,HP,670.2,55850,TH GEN AMD RYZEN 5 7535HS,8,512,NVIDIA GEFORCE RTX 2050,15.6,Windows 11 OS,1,70.0
Aspire Lite AL15-51 UN.431SI.288 Laptop,Acer,467.88,38990,TH GEN INTEL CORE I5 1135G7,8,512,INTEL IRIS XE GRAPHICS,15.6,Windows 11 OS,1,64.0
Thin GF63 11UCX-1492IN Gaming Laptop,MSI,647.88,53990,TH GEN INTEL CORE I5 11260H,16,1024,GB NVIDIA GEFORCE RTX 2050,15.6,Windows 11 OS,1,73.0
INBook X3 Slim XL422 Laptop,Infinix,467.88,38990,TH GEN INTEL CORE I5 1235U,16,512,INTEL INTEGRATED IRIS XE,14.0,Windows 11 OS,1,69.32352941176471
Omen 16-xf0060AX Gaming Laptop,HP,1670.81,139234,TH GEN AMD RYZEN 7 7840HS,16,1024,NVIDIA GEFORCE RTX 4060,16.0,Windows 11 OS,1,80.0
Thin GF63 11UC-1490IN Gaming Laptop,MSI,695.88,57990,TH GEN INTEL CORE I5 11260H,16,1024,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,73.0
LOQ 2023 Gaming Laptop,Lenovo,1079.99,89999,TH GEN INTEL CORE I5 13420H,8,512,NVIDIA GEFORCE RTX 4060,15.6,Windows 11 OS,1,64.0
One 14 Z8-415 ‎2023 Laptop,Acer,455.88,37990,TH GEN INTEL CORE I5 1135G7,16,512,INTEL IRIS XE GRAPHICS,14.0,Windows 11 OS,1,60.0
VivoBook 14 X415EA-EK326WS Notebook,Asus,371.88,30990,TH GEN INTEL CORE I3 1115G4,8,512,INTEL INTEGRATED INTEL UHD,14.0,Windows 11 OS,1,69.32352941176471
G15-5530 GN5530D83M6002ORB1 Gaming Laptop,Dell,1115.88,92990,TH GEN INTEL CORE I5 13450HX,16,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,71.0
15s-fr5009TU Laptop,HP,515.88,42990,TH GEN INTEL CORE I3 1215U,8,512,INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
TUF Gaming F15 FX506HF-HN025W Gaming Laptop,Asus,709.07,59089,TH GEN INTEL CORE I5 11400H,16,512,NVIDIA GEFORCE RTX 2050,15.6,Windows 11 OS,1,72.0
Victus 15-fa0998TX Gaming Laptop,HP,875.99,72999,TH GEN INTEL CORE I5 12450H,16,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,72.0
Omen 16-n0123AX Gaming Laptop,HP,1520.9,126742,TH GEN AMD RYZEN 7 6800H,16,1024,NVIDIA GEFORCE RTX 3070 TI,16.1,Windows 11 OS,1,77.0
MacBook Air 15 2023 Laptop,Apple,1523.88,126990,APPLE M2,8,256,10-CORE GPU,15.3,Mac OS,1,69.32352941176471
Galaxy Book2 NP550XED-KA1IN 15 Laptop,Samsung,599.88,49990,TH GEN INTEL CORE I5 1235U,8,512,INTEL INTEGRATED UHD,15.6,Windows 11 OS,1,69.32352941176471
Inspiron 5420 Laptop,Dell,892.68,74390,TH GEN INTEL CORE I5 1240P,16,512,INTEL INTEGRATED UHD,14.0,Windows 11 OS,1,62.0
Inspiron 3520 D560871WIN9B Laptop,Dell,635.88,52990,TH GEN INTEL CORE I5 1235U,8,512,INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
IdeaPad Gaming 3 15IHU6 82K101EDIN Laptop,Lenovo,731.88,60990,TH GEN INTEL CORE I5 11300H,8,512,NVIDIA GEFORCE RTX 3050 GRAPHICS,15.6,Windows 11 OS,1,67.0
Omen 16-n0079AX Gaming Laptop,HP,1178.09,98174,TH GEN AMD RYZEN 7 6800H,16,512,AMD RADEON RX 6650M,16.1,Windows 11 OS,1,80.0
E41-55 Laptop,Lenovo,227.88,18990,AMD ATHLON PRO 3045B,8,256,AMD RADEON GRAPHICS,14.0,Windows 11 OS,1,69.32352941176471
VivoBook 15 X515EA-EJ522WS Laptop,Asus,467.88,38990,TH GEN INTEL CORE I5 1135G7,8,512,INTEL INTEGRATED IRIS XE,15.6,Windows 11 OS,1,60.0
14s-fq1092au Laptop,HP,503.4,41950,TH GEN AMD RYZEN 5 5500U,8,512,AMD RADEON AMD,14.0,Windows 11 OS,1,64.0
Mi Notebook Ultra Laptop,Xiaomi,563.88,46990,TH GEN INTEL CORE I5 11300H,16,512,INTEL IRIS XE GRAPHICS,15.6,Windows 10  OS,1,65.0
Excelance CompBook Laptop,iBall,119.99,9999,INTEL ATOM QUAD CORE Z3735F,2,32,INTEL HD GRAPHICS,11.6,Windows 10 OS,1,69.32352941176471
Vivobook 15 X1502ZA-EJ385WS Laptop,Asus,491.88,40990,TH GEN INTEL CORE I3 1220P,8,512,INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
IdeaPad Gaming 3 82SB00V5IN Laptop,Lenovo,899.88,74990,TH GEN AMD RYZEN 7 6800H,8,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,67.0
ZEB-NBC 3S 2023 Laptop,Zebronics,407.88,33990,TH GEN INTEL CORE I3 1215U,8,512,INTEL INTEGRATED,15.6,Windows 11 OS,1,65.0
Pro Series Z ZEB-NBC 4S 2023 Laptop,Zebronics,479.88,39990,TH GEN INTEL CORE I5 1235U,8,512,INTEL INTEGRATED,15.6,Windows 11 OS,1,66.0
CX1101CMA-GJ0004 Chromebook,Asus,131.88,10990,INTEL CELERON N4020,4,32,INTEL UHD GRAPHICS 600,11.6,Chrome OS,1,69.32352941176471
Katana 15 B13UDXK-1482IN Gaming Laptop,MSI,1067.88,88990,TH GEN INTEL CORE I5 13500H,32,1024,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,2,75.0
15s-fy5007TU Laptop,HP,659.88,54990,TH GEN INTEL CORE I5 1235U,8,512,INTEL INTEGRATED UHD,15.6,Windows 11 OS,1,62.0
ThinkBook 15 G5 21JFA00BIN Laptop,Lenovo,599.88,49990,TH GEN AMD RYZEN 7 7730U,8,512,AMD RADEON AMD,15.6,Windows 11 OS,1,70.0
Vivobook 16 2023 X1605VA-MB947WS Laptop,Asus,968.87,80739,TH GEN INTEL CORE I9 13900H,16,512,INTEGRATED INTEL IRIS XE GRAPHICS,16.0,Windows 11 OS,1,71.0
Thinkpad E15 G4 21DJA0Y0IN Laptop,Lenovo,755.88,62990,TH GEN INTEL CORE I7 1255U,16,512,INTEL INTEGRATED IRIS XE,15.6,Windows 11 OS,1,64.0
Victus 15-fa1132TX Laptop,HP,755.88,62990,TH GEN INTEL CORE I5 12450H,8,512,NVIDIA GEFORCE RTX 2050,15.6,Windows 11 OS,1,66.0
Victus 15-fb1017AX Gaming Laptop,HP,834.01,69501,TH GEN AMD RYZEN 5 7535HS,16,512,NVIDIA GEFORCE RTX 2050,15.6,Windows 11 OS,1,71.0
IdeaPad Slim 5 14IAH8 83BF000UIN Laptop,Lenovo,719.88,59990,TH GEN INTEL CORE I5 12450H,16,512,INTEL UHD GRAPHICS,14.0,Windows 11 OS,1,69.32352941176471
Victus 15-fb1015AX Gaming Laptop,HP,659.88,54990,TH GEN AMD RYZEN 5 7535HS,8,512,NVIDIA GEFORCE RTX 2050,15.6,Windows 11 OS,1,69.0
LOQ 15IRH8 82XV00F4IN 2023 Gaming Laptop,Lenovo,779.88,64990,TH GEN INTEL CORE I5 12450H,16,512,NVIDIA GEFORCE RTX 2050,15.6,Windows 11 OS,1,69.0
Modern 15 B12M-612IN Laptop,MSI,452.75,37729,TH GEN INTEL CORE I3 1215U,16,512,INTEL INTEGRATED IRIS XE,15.6,Windows 11 OS,1,60.0
IdeaPad Gaming 3 82K2025MIN Laptop,Lenovo,608.54,50712,TH GEN AMD RYZEN 5 5600H,16,512,NVIDIA GEFORCE GTX 1650,15.6,Windows 11 OS,1,69.0
Modern 14 C11M-029IN Laptop,MSI,539.88,44990,TH GEN INTEL CORE I5 1155G7,16,512,INTEL INTEGRATED IRIS XE,14.0,Windows 11 OS,1,62.0
CoreBook X Laptop,Chuwi,287.88,23990,TH GEN INTEL CORE I3 1005G1,8,512,INTEL UHD GRAPHICS,14.0,Windows 11 OS,1,69.32352941176471
15s-ey2001AU Laptop,HP,599.88,49990,TH GEN AMD RYZEN 7 5700U,16,512,AMD RADEON RADEON,15.6,Windows 11 OS,1,63.0
Pavilion 15-eg3079TU Laptop,HP,875.88,72990,TH GEN INTEL CORE I5 1340P,16,512,INTEL INTEGRATED INTEL IRIS XE GRAPHICS,15.6,Windows 11 OS,1,66.0
IdeaPad Slim 3 82H803B6IN Laptop,Lenovo,625.21,52101,TH GEN INTEL CORE I7 1165G7,16,512,INTEGRATED INTEL IRIS XE GRAPHICS,15.6,Windows 11 OS,1,66.0
INBook X2 Slim Series Laptop,Infinix,347.88,28990,TH GEN INTEL CORE I3 1115G4,8,512,INTEL INTEGRATED UHD GRAPHICS,14.0,Windows 11 OS,1,69.32352941176471
Pavilion 15s-fq5190TU Laptop,HP,833.88,69490,TH GEN INTEL CORE I7 1255U,16,512,INTEL IRIS XE,15.6,Windows 11 OS,1,65.0
Aspire 5 A515-58P NX.KHJSI.001 Gaming Laptop,Acer,479.58,39965,TH GEN INTEL CORE I3 1315U,8,512,INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
Aspire 5 14 A514-56GM 2023 Gaming Laptop,Acer,659.88,54990,TH GEN INTEL CORE I5 1335U,16,512,NVIDIA GEFORCE RTX 2050,14.0,Windows 11 OS,1,67.0
Vivobook 15 X1502ZA-EJ532WS Laptop,Asus,563.99,46999,TH GEN INTEL CORE I5 1235U,8,512,INTEL IRIS XE,15.6,Windows 11 OS,1,64.0
Vivobook S15 OLED 2023 S5504VA-MA543WS Laptop,Asus,1007.88,83990,TH GEN INTEL CORE I5 13500H,16,512,INTEL INTEGRATED IRIS XE,15.6,Windows 11 OS,1,65.0
Victus 15-fb0108AX Gaming Laptop,HP,617.99,51499,TH GEN AMD RYZEN 5 5600H,8,512,AMD RADEON RX 6500M GRAPHICS,15.6,Windows 11 OS,1,67.0
Vostro 3425 M552321WIN9S Laptop,Dell,611.88,50990,TH GEN AMD RYZEN 5 5625U,16,512,AMD RADEON GRAPHICS,14.0,Windows 11 OS,1,68.0
Chromebook 15a-na0012TU Laptop,HP,287.88,23990,INTEL CELERON N4500,4,128,INTEL INTEGRATED UHD GRAPHICS,15.6,Chrome OS,1,69.32352941176471
Aspire 3 A315-24P NX.KDESI.003 Laptop,Acer,335.88,27990,TH GEN AMD RYZEN 3 7320U,8,512,AMD RADEON GRAPHIICS,15.6,Windows 11 OS,1,69.32352941176471
Pavilion x360 14-ek1010TU Laptop,HP,959.88,79990,TH GEN INTEL CORE I5 1335U,16,1024,INTEL INTEGRATED IRIS XE,14.0,Windows 11 OS,1,70.0
Galaxy Book 3 NP750XFG-KA3IN Laptop,Samsung,1012.68,84390,TH GEN INTEL CORE I7 1355U,16,512,INTEL IRIS XE GRAPHICS,15.6,Windows 11 OS,1,60.0
INBook Y1 Plus Laptop,Infinix,299.88,24990,TH GEN INTEL CORE I3 1005G1,8,256,INTEL INTEGRATED UHD,15.6,Windows 11 OS,1,69.32352941176471
Galaxy Book 3 Ultra NP960XFH-XA1IN Laptop,Samsung,3383.88,281990,TH GEN INTEL CORE I9 13900H,32,1024,NVIDIA GEFORCE RTX 4070,16.0,Windows 11 OS,1,82.0
IdeaPad 1 15AMN7 82VG00EQIN Laptop,Lenovo,319.08,26590,AMD ATHLON 7120U,8,512,AMD RADEON 610M GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
INBook X2 Slim Series XL23 2023 Laptop,Infinix,455.88,37990,TH GEN INTEL CORE I5 1155G7,16,1024,INTEL INTEGRATED IRIS XE,14.0,Windows 11 OS,1,60.0
Vivobook Pro 15 M6500RC-HN741WS Laptop,Asus,854.27,71189,TH GEN AMD RYZEN 7 6800H,16,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,70.0
Victus 16-s0095AX Gaming Laptop,HP,1031.99,85999,TH GEN AMD RYZEN 7 7840HS,16,512,NVIDIA GEFORCE RTX 3050,16.1,Windows 11 OS,1,76.0
Yoga 7 82YM0074IN Laptop,Lenovo,1127.88,93990,TH GEN AMD RYZEN 7 7735U,16,1024,AMD RADEON GRAPHICS,14.0,Windows 11 OS,1,80.0
Zenbook Flip 14 OLED UP5401ZA-KU541WS Laptop,Asus,1019.88,84990,TH GEN INTEL CORE I5 12500H,16,512,INTEL IRIS XE GRAPHICS,14.0,Windows 11 OS,1,69.0
